fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new
cf_14978,14978,test,P37,Les Bois,The law in {} declares the language,The law in Les Bois declares the language,paraphrase_01,paraphrase_prompts,Intersections in the Philosophy of Mathematics of A.N. The official language of Les Bois is,French,French,German
cf_2058,2058,test,P937,Galina Starovoytova,{} was employed in,Galina Starovoytova was employed in,paraphrase_00,paraphrase_prompts,The Student Activities Council organizes events in which teams compete. Galina Starovoytova used to work in,Moscow,Moscow,Berlin
cf_2058,2058,test,P937,Galina Starovoytova,{} was employed in,Galina Starovoytova was employed in,paraphrase_01,paraphrase_prompts,They did not finish in the other events. Galina Starovoytova took up work in,Moscow,Moscow,Berlin
cf_3632,3632,test,P136,Paddy Milner,What does {} play? They play,What does Paddy Milner play? They play,paraphrase_00,paraphrase_prompts,"1608)
 September 9 – Henry Marten, English regicide (b. Paddy Milner, who plays",jazz,jazz,fantasy
cf_3632,3632,test,P136,Paddy Milner,What does {} play? They play,What does Paddy Milner play? They play,paraphrase_01,paraphrase_prompts,It's part of the unintended consequences of the communications revolution. Paddy Milner is known for performing,jazz,jazz,fantasy
cf_16378,16378,test,P176,BMW X5,"{}, developed by","BMW X5, developed by",paraphrase_00,paraphrase_prompts,"Work
Before taking up photography, Micky Allan practiced painting. BMW X5 is developed by",BMW,BMW,Porsche
cf_16378,16378,test,P176,BMW X5,"{}, developed by","BMW X5, developed by",paraphrase_01,paraphrase_prompts,"While the reforms addressed some issues, others remain unresolved. BMW X5 is produced by",BMW,BMW,Porsche
cf_19553,19553,test,P136,Willie Cook,What does {} play? They play,What does Willie Cook play? They play,paraphrase_00,paraphrase_prompts,Many VPNs have been blocked using this method. The genre played by Willie Cook is,jazz,jazz,opera
cf_19553,19553,test,P136,Willie Cook,What does {} play? They play,What does Willie Cook play? They play,paraphrase_01,paraphrase_prompts,"[Washington]: [publisher not identified], 1872. Willie Cook is known for performing",jazz,jazz,opera
cf_17565,17565,test,P1412,"Pedro Caro, 3rd Marquis of la Romana",The language used by {} is,"The language used by Pedro Caro, 3rd Marquis of la Romana is",paraphrase_00,paraphrase_prompts,"1625 – 1684) was also a composer and lutenist. Pedro Caro, 3rd Marquis of la Romana speaks",Spanish,Spanish,English
cf_17565,17565,test,P1412,"Pedro Caro, 3rd Marquis of la Romana",The language used by {} is,"The language used by Pedro Caro, 3rd Marquis of la Romana is",paraphrase_01,paraphrase_prompts,"His wife was a Lady-in-Waiting to Queen Elizabeth II. Pedro Caro, 3rd Marquis of la Romana writes in",Spanish,Spanish,English
cf_538,538,test,P740,This Providence,"{}, that was formed in","This Providence, that was formed in",paraphrase_00,paraphrase_prompts,Statistics for the 2001 season of the Lao League. This Providence originated in,Seattle,Seattle,Tokyo
cf_538,538,test,P740,This Providence,"{}, that was formed in","This Providence, that was formed in",paraphrase_01,paraphrase_prompts,"Synersaga pseudocathra is a moth in the family Lecithoceridae. This Providence, that originated in",Seattle,Seattle,Tokyo
cf_20707,20707,test,P413,Martin Coleman,Which position does {} play? They play as,Which position does Martin Coleman play? They play as,paraphrase_00,paraphrase_prompts,The main building was designed by Henry Sproatt. Martin Coleman plays as,goalkeeper,goalkeeper,pitcher
cf_20707,20707,test,P413,Martin Coleman,Which position does {} play? They play as,Which position does Martin Coleman play? They play as,paraphrase_01,paraphrase_prompts,"and Let's Go, Eevee! Martin Coleman, the",goalkeeper,goalkeeper,pitcher
cf_16887,16887,test,P106,Linda Marlowe,{} works as,Linda Marlowe works as,paraphrase_00,paraphrase_prompts,"JSEALS Volume 10.1 (2017). Linda Marlowe, who works as",actor,actor,philosopher
cf_16887,16887,test,P106,Linda Marlowe,{} works as,Linda Marlowe works as,paraphrase_01,paraphrase_prompts,Governor Brad Henry promoted Pettingill to Director in 2004. The occupation of Linda Marlowe is,actor,actor,philosopher
cf_18843,18843,test,P20,Zhang Aiping,{} succumbed at,Zhang Aiping succumbed at,paraphrase_00,paraphrase_prompts,"Schwarz, Boris, ""Glazunov, Alexander Konstantinovich"". Zhang Aiping died at",Beijing,Beijing,London
cf_18843,18843,test,P20,Zhang Aiping,{} succumbed at,Zhang Aiping succumbed at,paraphrase_01,paraphrase_prompts,A path and ramp leads to the platform. Zhang Aiping passed away at,Beijing,Beijing,London
cf_7927,7927,test,P449,Undressed,{} was originally aired on,Undressed was originally aired on,paraphrase_00,paraphrase_prompts,7 follow Schumann's model. Undressed was released on,MTV,MTV,NBC
cf_7927,7927,test,P449,Undressed,{} was originally aired on,Undressed was originally aired on,paraphrase_01,paraphrase_prompts,26 Irish Charts). Undressed is to debut on,MTV,MTV,NBC
cf_4704,4704,test,P36,Bavaria,"{}, which has the capital","Bavaria, which has the capital",paraphrase_00,paraphrase_prompts,"He died in Reading, Berkshire on 8 November 1991. Bavaria's capital,",Munich,Munich,Warsaw
cf_4704,4704,test,P36,Bavaria,"{}, which has the capital","Bavaria, which has the capital",paraphrase_01,paraphrase_prompts,"Mask of calcareous fragments. Bavaria's capital city,",Munich,Munich,Warsaw
cf_9544,9544,test,P19,Jean Papineau-Couture,{} is native to,Jean Papineau-Couture is native to,paraphrase_00,paraphrase_prompts,"(in Spanish) Marco, Jorge. Jean Papineau-Couture was native to",Montreal,Montreal,Boston
cf_9544,9544,test,P19,Jean Papineau-Couture,{} is native to,Jean Papineau-Couture is native to,paraphrase_01,paraphrase_prompts,"Sgt James Anderson MacLachlan, Adjutant General's Corps. Jean Papineau-Couture is originally from",Montreal,Montreal,Boston
cf_14065,14065,test,P937,John Henry Newman,{} used to work in,John Henry Newman used to work in,paraphrase_00,paraphrase_prompts,"Thousand Oaks, CA:  Sage. John Henry Newman found employment in",Rome,Rome,Baltimore
cf_14065,14065,test,P937,John Henry Newman,{} used to work in,John Henry Newman used to work in,paraphrase_01,paraphrase_prompts,"References

Category:1962 children's books
Category:Berenstain Bears John Henry Newman was employed in",Rome,Rome,Baltimore
cf_51,51,test,P30,Prydz Bay,{} is located in,Prydz Bay is located in,paraphrase_00,paraphrase_prompts,The Bulletin faced even greater competition from television evening newscasts. Prydz Bay belongs to the continent of,Antarctica,Antarctica,Africa
cf_51,51,test,P30,Prydz Bay,{} is located in,Prydz Bay is located in,paraphrase_01,paraphrase_prompts,"After the race Johnstone said ""Asmena has constant shin soreness. Prydz Bay, in",Antarctica,Antarctica,Africa
cf_20146,20146,test,P136,Animal Room,{} is known for performing,Animal Room is known for performing,paraphrase_00,paraphrase_prompts,"References

Category:Fireworks competitions

Category:State of Mexico
Category:Annual events in Mexico Animal Room plays",thriller,thriller,jazz
cf_20146,20146,test,P136,Animal Room,{} is known for performing,Animal Room is known for performing,paraphrase_01,paraphrase_prompts,He is first mentioned in records as provost in 1221. The genre played by Animal Room is,thriller,thriller,jazz
cf_11561,11561,test,P106,Jean Henri van Swinden,{}'s profession is an,Jean Henri van Swinden's profession is an,paraphrase_00,paraphrase_prompts,"Sebastien Mommens
( 7.) The profession of Jean Henri van Swinden is",mathematician,mathematician,actor
cf_11561,11561,test,P106,Jean Henri van Swinden,{}'s profession is an,Jean Henri van Swinden's profession is an,paraphrase_01,paraphrase_prompts,The third brother of Richard and Francis Levett was Rev. The occupation of Jean Henri van Swinden is,mathematician,mathematician,actor
cf_7882,7882,test,P17,Eagle Boys,"{}, which is located in","Eagle Boys, which is located in",paraphrase_00,paraphrase_prompts,"Williams, B.M. Eagle Boys, in",Australia,Australia,Norway
cf_7882,7882,test,P17,Eagle Boys,"{}, which is located in","Eagle Boys, which is located in",paraphrase_01,paraphrase_prompts,"Panin Sekuritas Tbk. Eagle Boys, located in",Australia,Australia,Norway
cf_18699,18699,test,P740,Murata Manufacturing,{} formed in,Murata Manufacturing formed in,paraphrase_00,paraphrase_prompts,12) as the third well-defined ‘populated centre’ (centro abitato). Murata Manufacturing started in,Kyoto,Kyoto,Toronto
cf_18699,18699,test,P740,Murata Manufacturing,{} formed in,Murata Manufacturing formed in,paraphrase_01,paraphrase_prompts,"He slowly stands and walks down the hallway. Murata Manufacturing, that was started in",Kyoto,Kyoto,Toronto
cf_13650,13650,test,P740,Another Bad Creation,"{}, that was started in","Another Bad Creation, that was started in",paraphrase_00,paraphrase_prompts,"On August 3, activated Kevin Pillar and optioned Brandon Cumpton. Another Bad Creation formed in",Atlanta,Atlanta,Minneapolis
cf_13650,13650,test,P740,Another Bad Creation,"{}, that was started in","Another Bad Creation, that was started in",paraphrase_01,paraphrase_prompts,"The title is derived from  meaning father and  meaning commander. Another Bad Creation, that originated in",Atlanta,Atlanta,Minneapolis
cf_6137,6137,test,P106,Juliet Aubrey,"{}, who works as","Juliet Aubrey, who works as",paraphrase_00,paraphrase_prompts,Kangati Sreedevi represents this constituency. Juliet Aubrey's profession is a,actor,actor,architect
cf_6137,6137,test,P106,Juliet Aubrey,"{}, who works as","Juliet Aubrey, who works as",paraphrase_01,paraphrase_prompts,"Accessions
None known. Juliet Aubrey's profession is an",actor,actor,architect
cf_21770,21770,test,P176,Infiniti Q45,{} is produced by,Infiniti Q45 is produced by,paraphrase_00,paraphrase_prompts,"Clinton P. Anderson (D)
 1. Infiniti Q45, produced by",Nissan,Nissan,Toyota
cf_21770,21770,test,P176,Infiniti Q45,{} is produced by,Infiniti Q45 is produced by,paraphrase_01,paraphrase_prompts,"Voiculeț is a Romanian surname. Infiniti Q45, developed by",Nissan,Nissan,Toyota
cf_21896,21896,test,P19,Archduke Louis of Austria,{} originated from,Archduke Louis of Austria originated from,paraphrase_00,paraphrase_prompts,Although double negation is common in Portuguese (e.g. Archduke Louis of Austria is native to,Florence,Florence,Israel
cf_21896,21896,test,P19,Archduke Louis of Austria,{} originated from,Archduke Louis of Austria originated from,paraphrase_01,paraphrase_prompts,The average number of children per woman is 2.32. Archduke Louis of Austria was born in,Florence,Florence,Israel
cf_17153,17153,test,P937,Pablo Picasso,{} worked in,Pablo Picasso worked in,paraphrase_00,paraphrase_prompts,"This Kovilakam (manor house) was known by the name ""Gurukulam"". Pablo Picasso worked in the city of",Paris,Paris,Vienna
cf_17153,17153,test,P937,Pablo Picasso,{} worked in,Pablo Picasso worked in,paraphrase_01,paraphrase_prompts,1873: The emperor moves in state to the shrine. Pablo Picasso took up work in,Paris,Paris,Vienna
cf_11816,11816,test,P190,Bucharest,What is the twin city of {}? It is,What is the twin city of Bucharest? It is,paraphrase_00,paraphrase_prompts,Melting occurs preferentially at certain points in the nucleic acid. Bucharest is a twin city of,Istanbul,Istanbul,Budapest
cf_11816,11816,test,P190,Bucharest,What is the twin city of {}? It is,What is the twin city of Bucharest? It is,paraphrase_01,paraphrase_prompts,Fr. The twin city of Bucharest is,Istanbul,Istanbul,Budapest
cf_2217,2217,test,P106,Candace Kita,The occupation of {} is,The occupation of Candace Kita is,paraphrase_00,paraphrase_prompts,"Estrela da Amadora players
Category:S.C. Praiense players
Category:C.D. The profession of Candace Kita is",actor,actor,politician
cf_2217,2217,test,P106,Candace Kita,The occupation of {} is,The occupation of Candace Kita is,paraphrase_01,paraphrase_prompts,"(edited by Robert R. Holt), pp. Candace Kita works as",actor,actor,politician
cf_17237,17237,test,P17,Bispebjerg,"{}, in","Bispebjerg, in",paraphrase_00,paraphrase_prompts,Bank notes were issued from 3 August 1824. Bispebjerg is located in,Denmark,Denmark,Philippines
cf_17237,17237,test,P17,Bispebjerg,"{}, in","Bispebjerg, in",paraphrase_01,paraphrase_prompts,"Tsuyoshi Makino, 70, Japanese author, critic and social activist. Bispebjerg, located in",Denmark,Denmark,Philippines
cf_17828,17828,test,P178,ThinkPad,{} is created by,ThinkPad is created by,paraphrase_00,paraphrase_prompts,"Broughton identifies him with the consul of 71. ThinkPad, created by",IBM,IBM,Apple
cf_17828,17828,test,P178,ThinkPad,{} is created by,ThinkPad is created by,paraphrase_01,paraphrase_prompts,"Doors were protected with elaborate systems of locks and bolts. ThinkPad, a product created by",IBM,IBM,Apple
cf_16633,16633,test,P740,Berliner Verkehrsbetriebe,{} started in,Berliner Verkehrsbetriebe started in,paraphrase_00,paraphrase_prompts,"Wild Westers were employed as performers, interpreters and recruiters. Berliner Verkehrsbetriebe originated in",Berlin,Berlin,Brisbane
cf_16633,16633,test,P740,Berliner Verkehrsbetriebe,{} started in,Berliner Verkehrsbetriebe started in,paraphrase_01,paraphrase_prompts,A few have earrings or pendant bullae. Berliner Verkehrsbetriebe formed in,Berlin,Berlin,Brisbane
cf_18158,18158,test,P740,Suicide City,"{}, created in","Suicide City, created in",paraphrase_00,paraphrase_prompts,Pegaz) award. Suicide City formed in,Brooklyn,Brooklyn,Norway
cf_18158,18158,test,P740,Suicide City,"{}, created in","Suicide City, created in",paraphrase_01,paraphrase_prompts,"The wingspan is about 13 mm. Suicide City, that was formed in",Brooklyn,Brooklyn,Norway
cf_666,666,test,P449,Men into Space,{} debuted on,Men into Space debuted on,paraphrase_00,paraphrase_prompts,This was discovered during restoration work in 1867. Men into Space is to debut on,CBS,CBS,NBC
cf_666,666,test,P449,Men into Space,{} debuted on,Men into Space debuted on,paraphrase_01,paraphrase_prompts,Collins denied any knowledge of the affair. Men into Space was originally aired on,CBS,CBS,NBC
cf_12794,12794,test,P178,IBM Parallel Sysplex,{} is developed by,IBM Parallel Sysplex is developed by,paraphrase_00,paraphrase_prompts,"The track features Kate Havnevik on guest vocals and co-writing. IBM Parallel Sysplex, a product manufactured by",IBM,IBM,Apple
cf_12794,12794,test,P178,IBM Parallel Sysplex,{} is developed by,IBM Parallel Sysplex is developed by,paraphrase_01,paraphrase_prompts,":
M’ stába tâ dâ. IBM Parallel Sysplex was developed by",IBM,IBM,Apple
cf_15405,15405,test,P159,CenturyLink,{} is headquartered in,CenturyLink is headquartered in,paraphrase_00,paraphrase_prompts,From that time on he named himself Pål Olson Grøt. CenturyLink's headquarters are in,Monroe,Monroe,Stockholm
cf_15405,15405,test,P159,CenturyLink,{} is headquartered in,CenturyLink is headquartered in,paraphrase_01,paraphrase_prompts,"Prunella is a feminine given name. CenturyLink, whose headquarters are in",Monroe,Monroe,Stockholm
cf_1426,1426,test,P413,Ricardo Ribeiro Fernandes,"{}, who plays the position","Ricardo Ribeiro Fernandes, who plays the position",paraphrase_00,paraphrase_prompts,"Dogs that are severely affected can die from this disease. Ricardo Ribeiro Fernandes, the",midfielder,midfielder,quarterback
cf_1426,1426,test,P413,Ricardo Ribeiro Fernandes,"{}, who plays the position","Ricardo Ribeiro Fernandes, who plays the position",paraphrase_01,paraphrase_prompts,"map), port. Which position does Ricardo Ribeiro Fernandes play? They play as",midfielder,midfielder,quarterback
cf_20829,20829,test,P108,Ted Lowe,"{}, who is employed by","Ted Lowe, who is employed by",paraphrase_00,paraphrase_prompts,The whole plant forms a slowly spreading mat. Ted Lowe is employed by,BBC,BBC,NPR
cf_20829,20829,test,P108,Ted Lowe,"{}, who is employed by","Ted Lowe, who is employed by",paraphrase_01,paraphrase_prompts,"Samuel David Luzzatto (Shadal). Ted Lowe, of",BBC,BBC,NPR
cf_12677,12677,test,P36,People's Republic of Poland,{}'s capital is,People's Republic of Poland's capital is,paraphrase_00,paraphrase_prompts,She was in commission from 1945 to 1972. The capital city of People's Republic of Poland is,Warsaw,Warsaw,Berlin
cf_12677,12677,test,P36,People's Republic of Poland,{}'s capital is,People's Republic of Poland's capital is,paraphrase_01,paraphrase_prompts,"During 1994, Matra became a subsidiary of the Lagardère Group. People's Republic of Poland, which has the capital",Warsaw,Warsaw,Berlin
cf_12232,12232,test,P106,Bombay Jayashri,{}'s occupation is,Bombay Jayashri's occupation is,paraphrase_00,paraphrase_prompts,"Söderhöjdens BK was a sports club in Stockholm, Sweden. Bombay Jayashri, who works as",composer,composer,actor
cf_12232,12232,test,P106,Bombay Jayashri,{}'s occupation is,Bombay Jayashri's occupation is,paraphrase_01,paraphrase_prompts,Various accounts are given of their origin. The occupation of Bombay Jayashri is,composer,composer,actor
cf_8311,8311,test,P159,Heilmann & Littmann,{} is headquartered in,Heilmann & Littmann is headquartered in,paraphrase_00,paraphrase_prompts,"Gnosis, 127. Heilmann & Littmann, whose headquarters are in",Munich,Munich,Bangalore
cf_8311,8311,test,P159,Heilmann & Littmann,{} is headquartered in,Heilmann & Littmann is headquartered in,paraphrase_01,paraphrase_prompts,"Officina Grafica, 29-46. The headquarter of Heilmann & Littmann is located in",Munich,Munich,Bangalore
cf_532,532,test,P276,Operation Barbarossa,The location of {} is,The location of Operation Barbarossa is,paraphrase_00,paraphrase_prompts,The GNIS classifies it as a populated place. Operation Barbarossa is in,Lithuania,Lithuania,Paris
cf_532,532,test,P276,Operation Barbarossa,The location of {} is,The location of Operation Barbarossa is,paraphrase_01,paraphrase_prompts,South of Ottignies stroke line 161D goes to Louvain-la-Neuve-Université. Operation Barbarossa can be found in,Lithuania,Lithuania,Paris
cf_11701,11701,test,P101,Edward Gibbon,{} works in the field of,Edward Gibbon works in the field of,paraphrase_00,paraphrase_prompts,The BL20CG is a low emissions locomotive. Edward Gibbon's area of work is,history,history,mathematics
cf_11701,11701,test,P101,Edward Gibbon,{} works in the field of,Edward Gibbon works in the field of,paraphrase_01,paraphrase_prompts,"Jerusalem: The World Zionist Organization, 1981. Edward Gibbon's domain of activity is",history,history,mathematics
cf_2213,2213,test,P413,Mike Stratton,"{}, the","Mike Stratton, the",paraphrase_00,paraphrase_prompts,"Lost to What Dreams May Come. Mike Stratton, who plays the position",linebacker,linebacker,quarterback
cf_2213,2213,test,P413,Mike Stratton,"{}, the","Mike Stratton, the",paraphrase_01,paraphrase_prompts,The hindwings are dark grayish brown. Which position does Mike Stratton play? They play as,linebacker,linebacker,quarterback
cf_11298,11298,test,P1412,Dominic Behan,{} speaks,Dominic Behan speaks,paraphrase_00,paraphrase_prompts,There were 23 episodes aired at 25 minutes each. Dominic Behan writes in,Irish,Irish,Spanish
cf_11298,11298,test,P1412,Dominic Behan,{} speaks,Dominic Behan speaks,paraphrase_01,paraphrase_prompts,It was published by Riverside Books in 1995. The language used by Dominic Behan is,Irish,Irish,Spanish
cf_7901,7901,test,P127,Sony Crackle,{} is owned by,Sony Crackle is owned by,paraphrase_00,paraphrase_prompts,"Encyclopädie der Spiele. Sony Crackle, by",Sony,Sony,Indianapolis
cf_7901,7901,test,P127,Sony Crackle,{} is owned by,Sony Crackle is owned by,paraphrase_01,paraphrase_prompts,The present mechanism of the clock dates to the 18th-century. Sony Crackle owner,Sony,Sony,Indianapolis
cf_21531,21531,test,P449,Hollywood Game Night,{} premieres on,Hollywood Game Night premieres on,paraphrase_00,paraphrase_prompts,It was razed to the ground. Hollywood Game Night is to debut on,NBC,NBC,PBS
cf_21531,21531,test,P449,Hollywood Game Night,{} premieres on,Hollywood Game Night premieres on,paraphrase_01,paraphrase_prompts,Don’t give up. Hollywood Game Night was released on,NBC,NBC,PBS
cf_3396,3396,test,P37,Monaco,The official language of {} is,The official language of Monaco is,paraphrase_00,paraphrase_prompts,"He died at Shediac at the age of 48. In Monaco, they understand",French,French,Ukrainian
cf_3396,3396,test,P37,Monaco,The official language of {} is,The official language of Monaco is,paraphrase_01,paraphrase_prompts,"These films were critically as well as popularly well received. In Monaco, the language spoken is",French,French,Ukrainian
cf_19067,19067,test,P101,John Preskill,{}'s domain of work is,John Preskill's domain of work is,paraphrase_00,paraphrase_prompts,"254 - Succès-polka, piano
op. The domain of activity of John Preskill is",physics,physics,astronomy
cf_19067,19067,test,P101,John Preskill,{}'s domain of work is,John Preskill's domain of work is,paraphrase_01,paraphrase_prompts,The second novel has two women in degradation. John Preskill works in the area of,physics,physics,astronomy
cf_10895,10895,test,P937,Philippus van Limborch,{} used to work in,Philippus van Limborch used to work in,paraphrase_00,paraphrase_prompts,"Trois Arches, 1980. Philippus van Limborch was employed in",Amsterdam,Amsterdam,Oslo
cf_10895,10895,test,P937,Philippus van Limborch,{} used to work in,Philippus van Limborch used to work in,paraphrase_01,paraphrase_prompts,It once had a clock on the dome. Philippus van Limborch found employment in,Amsterdam,Amsterdam,Oslo
cf_4371,4371,test,P138,palladium,{} was named after,palladium was named after,paraphrase_00,paraphrase_prompts,Michael S. Ledwidge is an American author of Irish descent. palladium is called after,Athena,Athena,Brisbane
cf_4371,4371,test,P138,palladium,{} was named after,palladium was named after,paraphrase_01,paraphrase_prompts,"It is  long and can travel at 35 knots. palladium, named after",Athena,Athena,Brisbane
cf_1452,1452,test,P106,Nicholas John Hannen,The profession of {} is,The profession of Nicholas John Hannen is,paraphrase_00,paraphrase_prompts,"In 1440, be became the vicar-general of York. The occupation of Nicholas John Hannen is",diplomat,diplomat,actor
cf_1452,1452,test,P106,Nicholas John Hannen,The profession of {} is,The profession of Nicholas John Hannen is,paraphrase_01,paraphrase_prompts,For services to Coal Mining in Wales. Nicholas John Hannen's profession is an,diplomat,diplomat,actor
cf_17891,17891,test,P413,John Brantley,{} plays in the position of,John Brantley plays in the position of,paraphrase_00,paraphrase_prompts,"Teaching Jewish Virtues: Sacred Sources and Arts Activities, pages 69–84. John Brantley, the",quarterback,quarterback,midfielder
cf_17891,17891,test,P413,John Brantley,{} plays in the position of,John Brantley plays in the position of,paraphrase_01,paraphrase_prompts,The original school taught 6th through 12th. John Brantley plays as,quarterback,quarterback,midfielder
cf_21063,21063,test,P178,Microsoft XNA,"{}, a product of","Microsoft XNA, a product of",paraphrase_00,paraphrase_prompts,Charlton Athletic and Southampton complete the bottom three. Microsoft XNA was a product of,Microsoft,Microsoft,Apple
cf_21063,21063,test,P178,Microsoft XNA,"{}, a product of","Microsoft XNA, a product of",paraphrase_01,paraphrase_prompts,"Vladimir Skomarovsky (born 1932) is a Soviet former swimmer. Microsoft XNA, a product created by",Microsoft,Microsoft,Apple
cf_5737,5737,test,P176,Ferrari 125 S,"{}, produced by","Ferrari 125 S, produced by",paraphrase_00,paraphrase_prompts,"The brewery self-distributes in Cincinnati and Columbus, Ohio. Ferrari 125 S, created by",Ferrari,Ferrari,Toyota
cf_5737,5737,test,P176,Ferrari 125 S,"{}, produced by","Ferrari 125 S, produced by",paraphrase_01,paraphrase_prompts,"References

External links

Category:Events in Somerset
Category:Agricultural shows in England Ferrari 125 S is produced by",Ferrari,Ferrari,Toyota
cf_15224,15224,test,P176,Porsche 919 Hybrid,"{}, developed by","Porsche 919 Hybrid, developed by",paraphrase_00,paraphrase_prompts,"He left a widow and three children. Porsche 919 Hybrid, created by",Porsche,Porsche,BMW
cf_15224,15224,test,P176,Porsche 919 Hybrid,"{}, developed by","Porsche 919 Hybrid, developed by",paraphrase_01,paraphrase_prompts,His stories describe the life of the Bosnian Sephardic Jews. Porsche 919 Hybrid is a product of,Porsche,Porsche,BMW
cf_15680,15680,test,P176,Toyota Sprinter,{} is produced by,Toyota Sprinter is produced by,paraphrase_00,paraphrase_prompts,"His acting career ranged from pantomime and farce to Shakespeare. Toyota Sprinter, developed by",Toyota,Toyota,Ferrari
cf_15680,15680,test,P176,Toyota Sprinter,{} is produced by,Toyota Sprinter is produced by,paraphrase_01,paraphrase_prompts,"It is known from Ecuador. Toyota Sprinter, produced by",Toyota,Toyota,Ferrari
cf_20700,20700,test,P159,Astaldi,{} is based in,Astaldi is based in,paraphrase_00,paraphrase_prompts,"In 1987, it extended to Throop, Pennsylvania. The headquarters of Astaldi is in",Rome,Rome,Amsterdam
cf_20700,20700,test,P159,Astaldi,{} is based in,Astaldi is based in,paraphrase_01,paraphrase_prompts,"Specialty drinks vary depending on climate. Astaldi, whose headquarters are in",Rome,Rome,Amsterdam
cf_5972,5972,test,P364,Bella Notte,The language of {} was,The language of Bella Notte was,paraphrase_00,paraphrase_prompts,The area remained sparsely settled until after World War II. The original language of Bella Notte is,Italian,Italian,Hebrew
cf_5972,5972,test,P364,Bella Notte,The language of {} was,The language of Bella Notte was,paraphrase_01,paraphrase_prompts,Jerry Petrowski was uncontested in the Republican primary. The original language of Bella Notte was,Italian,Italian,Hebrew
cf_4418,4418,test,P159,Human Entertainment,The headquarters of {} is in,The headquarters of Human Entertainment is in,paraphrase_00,paraphrase_prompts,She is a practicing Buddhist. Human Entertainment is based in,Japan,Japan,York
cf_4418,4418,test,P159,Human Entertainment,The headquarters of {} is in,The headquarters of Human Entertainment is in,paraphrase_01,paraphrase_prompts,"Konstantinos E. Malihoutsakis,

2019:  Captain Michael Surgalski. The headquarter of Human Entertainment is located in",Japan,Japan,York
cf_2067,2067,test,P17,Neryungri,{} is located in the country of,Neryungri is located in the country of,paraphrase_00,paraphrase_prompts,"Reception 

The Lumia 830 has received mixed to positive reviews. Neryungri, which is located in",Russia,Russia,Canada
cf_2067,2067,test,P17,Neryungri,{} is located in the country of,Neryungri is located in the country of,paraphrase_01,paraphrase_prompts,Don Byron covered Prelude No. Neryungri is located in,Russia,Russia,Canada
cf_14997,14997,test,P39,Nicole Oresme,{} holds the position of,Nicole Oresme holds the position of,paraphrase_00,paraphrase_prompts,"(Belfast)
 Alistair Duncan Grassie, General Medical Practitioner, Isle of Arran. Nicole Oresme's position is",bishop,bishop,pope
cf_14997,14997,test,P39,Nicole Oresme,{} holds the position of,Nicole Oresme holds the position of,paraphrase_01,paraphrase_prompts,"He died in Paris on 13 July 1958. Nicole Oresme, who has the position of",bishop,bishop,pope
cf_1211,1211,test,P413,Gianluca Gaudino,"{}, who plays the position","Gianluca Gaudino, who plays the position",paraphrase_00,paraphrase_prompts,Rafael Lopez (1873–1943). Gianluca Gaudino plays as,midfielder,midfielder,quarterback
cf_1211,1211,test,P413,Gianluca Gaudino,"{}, who plays the position","Gianluca Gaudino, who plays the position",paraphrase_01,paraphrase_prompts,"Bärenreiter Musicaphon, 1985
 Voices of the Rainforest. Gianluca Gaudino plays in the position of",midfielder,midfielder,quarterback
cf_9615,9615,test,P19,Antonella Costa,{} originates from,Antonella Costa originates from,paraphrase_00,paraphrase_prompts,"Finch, Dunworthy's clever and efficient secretary. Antonella Costa was native to",Rome,Rome,Kent
cf_9615,9615,test,P19,Antonella Costa,{} originates from,Antonella Costa originates from,paraphrase_01,paraphrase_prompts,"Jack Gwillim (1909–2001), English character actor. Antonella Costa was originally from",Rome,Rome,Kent
cf_6605,6605,test,P136,Sadik Hakim,{} plays,Sadik Hakim plays,paraphrase_00,paraphrase_prompts,It is becoming rare due to habitat loss. What does Sadik Hakim play? They play,jazz,jazz,opera
cf_6605,6605,test,P136,Sadik Hakim,{} plays,Sadik Hakim plays,paraphrase_01,paraphrase_prompts,"(Motherwell, Lanarkshire)
 Kenneth Reid, Sub-Officer, Fife Fire and Rescue Service. Sadik Hakim performs",jazz,jazz,opera
cf_1435,1435,test,P17,Pontecorvo,"{}, located in","Pontecorvo, located in",paraphrase_00,paraphrase_prompts,"Hooke

MacCulloch, Diarmaid (2010). Pontecorvo is located in the country of",Italy,Italy,India
cf_1435,1435,test,P17,Pontecorvo,"{}, located in","Pontecorvo, located in",paraphrase_01,paraphrase_prompts,"List of tones
CTCSS tones are standardized by the EIA/TIA. Pontecorvo, in",Italy,Italy,India
cf_6536,6536,test,P136,Pakkins' Land,"{}, who plays","Pakkins' Land, who plays",paraphrase_00,paraphrase_prompts,Senator from Montana Burton K. Wheeler. Pakkins' Land is known for performing,fantasy,fantasy,jazz
cf_6536,6536,test,P136,Pakkins' Land,"{}, who plays","Pakkins' Land, who plays",paraphrase_01,paraphrase_prompts,These can then be compared with their Xbox Live friends. Pakkins' Land performs,fantasy,fantasy,jazz
cf_1373,1373,test,P178,Microsoft Plus!,{} is developed by,Microsoft Plus! is developed by,paraphrase_00,paraphrase_prompts,"References
Obituary, The New York Times February 5, 1989. Microsoft Plus!, a product manufactured by",Microsoft,Microsoft,IBM
cf_1373,1373,test,P178,Microsoft Plus!,{} is developed by,Microsoft Plus! is developed by,paraphrase_01,paraphrase_prompts,"The work ends molto pianissimo. Microsoft Plus!, developed by",Microsoft,Microsoft,IBM
