fact_id,subject,paraphrase_variant,prompt_given_to_model,true_answer_target_true,counterfactual_answer_target_new,gemma3_generated_answer,correct_against_target_true
cf_15789,Luke Vercollone,paraphrase_01,"(Scherzando vivace) (G minor)
IV. Luke Vercollone, the",midfielder,pitcher," composer of this piece, was born in 1971 in New York",False
cf_4612,Java coffee,paraphrase_00,"Hweanorra International Airport Emergency Plan
8. Java coffee is named after",Java,Amsterdam," the island of Java in Indonesia.
9. The first coffee was grown in",True
cf_4612,Java coffee,paraphrase_01,"Other work
Farré currently has his own production company, A.F. Java coffee is called after",Java,Amsterdam, the name of the company. The company is based in Barcelona and has a branch,False
cf_8590,Mbale District,paraphrase_00,"Riley advocated a form of ""Day-Age Creationism"". Mbale District is located in the country of",Uganda,Pakistan, Uganda. The Mbale District is located in the country of Uganda. The Mb,True
cf_8590,Mbale District,paraphrase_01,"with S. Hutchinson and Mark W. Spong
 2012. Mbale District is located in",Uganda,Pakistan, the Eastern Region of Uganda. The district is bordered by the districts of Bududa,False
cf_19154,William Didier-Pouget,paraphrase_00,"Personal life
She has one son, Jacey. William Didier-Pouget writes in",French,Italian," his book, ""The French Connection: The Untold Story of the World's",True
cf_19154,William Didier-Pouget,paraphrase_01,The series focuses technological innovations and best practices in sustainability. William Didier-Pouget speaks the language,French,Italian, of the future. He is a specialist in the field of energy and the environment,False
cf_7661,Google Web Toolkit,paraphrase_00,The suburb of Burraneer is located across Burraneer Bay. Google Web Toolkit was created by,Google,Intel, Google to make it easier for developers to create web applications. The suburb of Burr,True
cf_7661,Google Web Toolkit,paraphrase_01,"Shimmering effects create an airy environment"". Google Web Toolkit, created by",Google,Intel," Google, is a framework for building web applications using Java.

The first is",False
cf_20301,Mad TV,paraphrase_00,"References

Category:Nyssodrysternum
Category:Beetles described in 2011 The original language of Mad TV is",English,Tamil," English, but the show is subtitled in many languages. The show is also",False
cf_20301,Mad TV,paraphrase_01,Frog. The original language of Mad TV was,English,Tamil," English. The show was created by David A. Cross, Michael Koman,",True
cf_13379,Honda Center,paraphrase_00,"Louis Hines
(John Fleck) Louis is Ted's personal assistant. Honda Center is owned by",Anaheim,Yahoo," the Anaheim Ducks, a National Hockey League team. The Anaheim Ducks are a professional",True
cf_13379,Honda Center,paraphrase_01,He soon made his debut with the Rookie-level Martinsville Phillies. Honda Center owner,Anaheim,Yahoo, Henry Samueli said the team will be able to play in the arena for the,False
cf_3823,Sheila Dixon,paraphrase_00,"This would have amended the Constitution of Illinois. Sheila Dixon, who has the position of",mayor,bishop," the mayor of Baltimore, Maryland, is a former mayor of Baltimore. The bill",True
cf_3823,Sheila Dixon,paraphrase_01,"& L.M.Perry
Hydnophytum nitidum Merr. Sheila Dixon holds the title of",mayor,bishop, the most beautiful orchid in the world. It is a member of the genus Hyd,False
cf_16142,McLaren MP4-20,paraphrase_00,Familial conflict and legal trouble may also result. McLaren MP4-20 is produced by,McLaren,Nissan," the McLaren Technology Group, a British company that designs and manufactures racing cars and other",True
cf_16142,McLaren MP4-20,paraphrase_01,"Design and analysis of experiments, 3rd ed. McLaren MP4-20, created by",McLaren,Nissan," Adrian Newey, was the first car to use the new regulations. The McLaren",False
cf_7693,Hang Seng Bank,paraphrase_00,Now there is no water transportation available. The headquarter of Hang Seng Bank is located in,Central,Hamburg, the Central district of Hong Kong. The bank is the largest bank in Hong Kong,True
cf_7693,Hang Seng Bank,paraphrase_01,In 1985 building again was reconstructed. The headquarters of Hang Seng Bank is in,Central,Hamburg," the building. The building is a landmark of Hong Kong.

The HSBC building",False
cf_19245,Junior Wells,paraphrase_00,The award was first given following the 1968–69 season. Junior Wells died in the city of,Chicago,Tokyo," Chicago in 1998.

The award is named after the late",True
cf_19245,Junior Wells,paraphrase_01,They compete in the New Brunswick Junior Hockey League (NBJHL). Junior Wells succumbed at,Chicago,Tokyo, the hands of the Moncton Flyers in the 2011-1,False
cf_3244,Nazi Party,paraphrase_00,Bad Half Hour/ Annie Laurie. Nazi Party is headquartered in,Munich,Helsinki," Berlin, Germany. The company has 11 total employees across all of its",False
cf_3244,Nazi Party,paraphrase_01,This results in shallow overhangs. The headquarter of Nazi Party is in,Munich,Helsinki, Munich. The party was founded in 1919 by Anton Drex,True
cf_16034,Valentin Glushko,paraphrase_00,An important step for the growing older population. Valentin Glushko spoke the language,Russian,Dutch," of the elderly and was able to help them.

Valentin Glushko",False
cf_16034,Valentin Glushko,paraphrase_01,"""Taunta (Sammy's Tune)"" was named after Pappalardi's pet poodle. The native language of Valentin Glushko is",Russian,Dutch," Russian.

""Taunta (Sammy's Tune)"" was recorded in",True
cf_13373,Aapo,paraphrase_00,"Memestreams employs a reputation system. Aapo, that originated in",Finland,Japan," the 1990s, is a Finnish company that has been developing",False
cf_13373,Aapo,paraphrase_01,"John Little McClellan (D)
 3. Aapo originated in",Finland,Japan," Finland.
 4. Aapo is a Finnish name.
 5",True
cf_14571,Tomaso Albinoni,paraphrase_00,"Even on her death bed, Sulochana enquires about Ravi's health. Tomaso Albinoni performs on the",violin,guitar," violin.

---

Here is the link to the original video: https://",True
cf_14571,Tomaso Albinoni,paraphrase_01,"players
Category:Altrincham F.C. Tomaso Albinoni, playing the",violin,guitar," oboe, was born in Venice in 1671. He was",False
cf_17841,Adi ibn Hatim,paraphrase_00,2003. The official religion of Adi ibn Hatim is,Islam,Christianity," Islam.

<h2>History</h2>

Adi ibn Hatim was born in 1",True
cf_17841,Adi ibn Hatim,paraphrase_01,"|| 07th term* || Died on August 11, 1868. Adi ibn Hatim is affiliated with the religion",Islam,Christianity, of Islam. He was born in the year 110 AH in the,False
cf_13046,Nokia Lumia 1020,paraphrase_00,"The snout is obtusely pointed. Nokia Lumia 1020, developed by",Nokia,Iran," Nokia, is an Android smartphone. The Nokia Lumia 1020 is",True
cf_13046,Nokia Lumia 1020,paraphrase_01,"players
Category:F.C. Nokia Lumia 1020, produced by",Nokia,Iran," Nokia, is a smartphone with a 41 megapixel camera. The phone",False
cf_9040,Nastola,paraphrase_00,"He was revealed to take the covenant. In Nastola, the language spoken is",Finnish,Polish, Finnish. The name Nastola is a Finnish baby name. The name Nastola,True
cf_9040,Nastola,paraphrase_01,1351-019: Bridge of Ojuelos de Jalisco. The law in Nastola declares the language,Finnish,Polish, of the municipality to be Finnish. The bridge is located in the town of Nast,False
cf_3003,August Heinrich Petermann,paraphrase_00,1 August Heinrich Petermann's expertise is,geography,physics, in the field of geophysics and geodesy. He is a member of the,False
cf_3003,August Heinrich Petermann,paraphrase_01,Chamberlain finally resigned on 8 August 1917. August Heinrich Petermann works in the field of,geography,physics, geography. He was a German geographer and cartographer. He was born on,True
cf_6724,Rico Yan,paraphrase_00,Diterpenes consist of four isoprene subunits. Rico Yan's profession is an,actor,politician, actor. Rico Yan is a member of famous Actor with the age 31,True
cf_6724,Rico Yan,paraphrase_01,"References

Category:Telecommunications engineering
Category:Data transmission The profession of Rico Yan is",actor,politician, a telecommunications engineer. He is a graduate of the University of the Philippines.,False
cf_7076,Aleksander Griboyedov,paraphrase_00,The mountain road is quite a steep climb. Aleksander Griboyedov speaks the language,Russian,Persian," of the people, and the people speak the language of the mountain.The",False
cf_7076,Aleksander Griboyedov,paraphrase_01,It is found in Vietnam. The language used by Aleksander Griboyedov is,Russian,Persian," Russian.

The language used by Aleksander Griboyedov is Russian.",True
cf_7634,Google AdSense,paraphrase_00,Fundación Conjunto Paleontológico de Teruel. Google AdSense is owned by,Google,Nintendo," Google Inc.

The Paleontological Site of Teruel is a paleontological",True
cf_7634,Google AdSense,paraphrase_01,"References

Category:Villages in Włocławek County Google AdSense's owner",Google,Nintendo,", Google, is a multinational technology company that specializes in Internet-related services and",False
cf_5717,An Innocent Man,paraphrase_00,The 2011 census recorded 186 inhabitants in the village. The original language of An Innocent Man is,English,Hindi," English, but the film was shot in the local dialect of the area.

",False
cf_5717,An Innocent Man,paraphrase_01,"1990;32(1):12-21
Hammond CV. The original language of An Innocent Man was",English,Hindi," English.
1990;32(1):22-",True
cf_3602,"Tony Hall, Baron Hall of Birkenhead",paraphrase_00,"It is commonly about 30 cm long. Tony Hall, Baron Hall of Birkenhead is employed by",BBC,Google," the BBC as Director-General. The BBC is a public service broadcaster, and",True
cf_3602,"Tony Hall, Baron Hall of Birkenhead",paraphrase_01,"""Most of my images are grounded in people. Tony Hall, Baron Hall of Birkenhead, of",BBC,Google," the House of Lords, is a friend of mine. He is a very interesting",False
cf_4318,Treaty of Kars,paraphrase_00,She exits. The language of Treaty of Kars is,Turkish,Spanish, Turkish. The Treaty of Kars was signed on 13 October 1,True
cf_4318,Treaty of Kars,paraphrase_01,"References

Category:Lakes of Bashkortostan Treaty of Kars was written in",Turkish,Spanish," 1921.

The lake is located in the southern part of",False
cf_486,Frank Brimsek,paraphrase_00,"Giovanni Battista Viotti (1755–1824), violinist and composer. Which position does Frank Brimsek play? They play as",goaltender,midfielder," a string quartet, but they also play as a string orchestra. The string quartet",False
cf_486,Frank Brimsek,paraphrase_01,"(1999). Frank Brimsek, the",goaltender,midfielder," first goaltender to win the Stanley Cup with two different teams, died on Monday",True
cf_10609,Ginette Garcin,paraphrase_00,"Its use for countertops in kitchens is expanding rapidly. Ginette Garcin, speaker of",French,Latin," the Quebec Association of Natural Stone, says that the use of granite in kitchens is",False
cf_10609,Ginette Garcin,paraphrase_01,"""The Next Generation of Senior Services: Responding to Health Reform."" Ginette Garcin is a native speaker of",French,Latin, French and English. She is a senior policy analyst at the Center for Health Care,True
cf_19453,Jules Paul Benjamin Delessert,paraphrase_00,Licensed music provided by an in-game radio is also used. Jules Paul Benjamin Delessert spoke the language,French,Russian," of the people, and he was a man of the people. The first time",False
cf_19453,Jules Paul Benjamin Delessert,paraphrase_01,"A. Loosjes Pz., Haarlem, 1794. Jules Paul Benjamin Delessert, a native",French,Russian," of Paris, was a French painter and lithographer. He was born in ",True
cf_3573,Kungliga Svenska Segelsällskapet,paraphrase_00,"players
Category:English Football League players
Category:English cricketers
Category:Lincolnshire cricketers Kungliga Svenska Segelsällskapet, which is located in",Sweden,Indonesia," Stockholm, is the oldest sailing club in the world. It was founded in ",False
cf_3573,Kungliga Svenska Segelsällskapet,paraphrase_01,"Shooting of residents by a civilian at Rohwer
M.C. Kungliga Svenska Segelsällskapet is located in",Sweden,Indonesia," Stockholm, Sweden.
The Swedish Royal Swedish Yacht Club is a Swedish sailing club",True
cf_16509,The Kathmandu Post,paraphrase_00,"Personal life
Davis was married three times. The language of The Kathmandu Post was",English,Finnish," that he was married to a woman named ""Sita"" in 19",False
cf_16509,The Kathmandu Post,paraphrase_01,000..111..000..). The original language of The Kathmandu Post was,English,Finnish, English. The newspaper was founded by the late Mr. B.P. K,True
cf_7259,Marmaduke Pickthall,paraphrase_00,"Lt Cdr David William Giles, Royal Navy. Marmaduke Pickthall is follower of",Islam,Christianity, the Sufi tradition of Islam. He was born in 1875,False
cf_7259,Marmaduke Pickthall,paraphrase_01,He later lost to Antonio DeMarco and hasn't fought since. The official religion of Marmaduke Pickthall is,Islam,Christianity," Islam.

He was born in 1875 in England.

",True
cf_17086,Formentera,paraphrase_00,The TCP Westwood+ version is implemented in the Linux kernel. The official language of Formentera is,Catalan,Finnish, Catalan. The TCP Westwood+ version is implemented in the Linux kernel. The official,True
cf_17086,Formentera,paraphrase_01,"Cross and A. Hamer, Anglo-Saxon texts 1 (Cambridge, 1999). In Formentera, an official language is",Catalan,Finnish," Catalan, but the island is also home to a large number of English speakers.",False
cf_21080,Babylas of Antioch,paraphrase_00,"It is built of rubble masonry and lime mortar. Babylas of Antioch, who holds the position of",bishop,cardinal," the bishop of Antioch, is the first to mention the church in his letter to",True
cf_21080,Babylas of Antioch,paraphrase_01,IV; pg. Babylas of Antioch is a,bishop,cardinal, Christian who is a contemporary of the Apostle Paul. He is a man of great,False
cf_15695,Denver International Airport,paraphrase_00,"He was promoted to major general on November 29, 1862. Denver International Airport is owned by",Denver,Winnipeg, the City and County of Denver and is operated by the Denver Aviation Department. The,True
cf_15695,Denver International Airport,paraphrase_01,"It also includes a display of Egyptian objects. Denver International Airport, from",Denver,Winnipeg," the outside, is a work of art. The airport is a 3,",False
cf_16065,BBC Radio 2,paraphrase_00,"The official text, in Selected Works of Mao Tse-tung. BBC Radio 2 owner",BBC,Google,", BBC Worldwide, has announced that it will be launching a new radio station,",True
cf_16065,BBC Radio 2,paraphrase_01,"Common applications are ophthalmic surgery, in combination with local anesthetics. BBC Radio 2, from",BBC,Google," 1999 to 2005, was the first radio",False
cf_10554,M'Sila Province,paraphrase_00,"Via Media Publishing, Erie Pennsylvania USA. M'Sila Province can be found in",Algeria,California, the north-eastern part of Algeria. It is a small province with a population,False
cf_10554,M'Sila Province,paraphrase_01,"Petre, F. Loraine. M'Sila Province, in",Algeria,California," Algeria. 1960.

Petre, F. Loraine",True
cf_20744,Turkish Military Academy,paraphrase_00,She received the order of Ontario in 2015. Turkish Military Academy is in,Ankara,Oslo, Ankara. The Turkish Military Academy is the oldest military academy in Turkey. The Turkish,True
cf_20744,Turkish Military Academy,paraphrase_01,He was appointed a QC in 1969. Where is Turkish Military Academy? It is located in,Ankara,Oslo," the city of Istanbul, Turkey. The Turkish Military Academy is a military academy in",False
cf_17968,Yehudi Menuhin,paraphrase_00,They were a member of the Patriot League. Yehudi Menuhin plays the instrument,violin,piano,".

The violin is a string instrument that is played with a bow. It",False
cf_17968,Yehudi Menuhin,paraphrase_01,"Yes, we literally just shook the foundation of NCIS. Yehudi Menuhin performs on the",violin,piano," violin.

The episode begins with a man named John (played by the great",True
cf_10655,Humberto Delgado,paraphrase_00,"As of 2017, the bridge had not yet been built. The language used by Humberto Delgado is",Portuguese,French, a bit confusing. He says that the bridge will be built in 20,False
cf_10655,Humberto Delgado,paraphrase_01,"References 
 Friedrich August Volmar: Elisabetha. Humberto Delgado writes in",Portuguese,French," his book ""The Portuguese in the World"" that the name of the city of",True
cf_7045,ArcelorMittal Poland,paraphrase_00,"Kinderbuchverlag, Berlin 1961
 Camilo. ArcelorMittal Poland, in",Poland,Belgium,": Stahl- und Eisenhandbuch 2016, 11",False
cf_7045,ArcelorMittal Poland,paraphrase_01,"Res., 106, 27911-27932, 2001
Pelkey, S.M., B.M. ArcelorMittal Poland is located in the country of",Poland,Belgium," Poland. The company is a subsidiary of ArcelorMittal, a global",True
cf_13559,Polityka,paraphrase_00,Jeremiah 1:14). Polityka was developed in,Poland,France, the 1920s by the Polish philosopher and sociologist Roman Ingarden,False
cf_13559,Polityka,paraphrase_01,"WINNER: Samantha
 ELIMINATED: Sami

Episode 2:  An Unconventional Carwash! Polityka originated in",Poland,France, Poland and is a car wash that is a bit unconventional.  It is a,True
cf_14151,Microsoft Word,paraphrase_00,"Abdukakhorov claimed Manyuchi was ""overconfident"". Microsoft Word is created by",Microsoft,IBM," Microsoft and is a word processing program. It is used to create documents, letters",True
cf_14151,Microsoft Word,paraphrase_01,"Wing Cdr Barry Smith, Royal Air Force. Microsoft Word was created by",Microsoft,IBM," a team led by Charles Simonyi, a Hungarian-born American computer programmer",False
cf_4263,Victoria Derbyshire,paraphrase_00,"She was named for Frank Bruce. Victoria Derbyshire, who works for",BBC,IBM," the BBC, is a British journalist and broadcaster. She is the host of the",False
cf_4263,Victoria Derbyshire,paraphrase_01,20 engineers. Victoria Derbyshire is employed by,BBC,IBM," the BBC.

<h2>2016</h2>

* <b>20",True
cf_18402,Dansbandskampen,paraphrase_00,Margaret created the Rachel McMillan Training College in 1930. Dansbandskampen was created in,Sweden,Lithuania," 1992.

The Swedish Dansband Association was founded in ",False
cf_18402,Dansbandskampen,paraphrase_01,Profile of Yuri Buzduhan at Genshtab. Dansbandskampen was created in the country of,Sweden,Lithuania, Sweden in 2006. The band is a part of the Dans,True
cf_21801,"John Birt, Baron Birt",paraphrase_00,"Washington D.C.: Institute for the Study of Man, 1997. pp. John Birt, Baron Birt, who works for",BBC,Nokia," the BBC, is the author of this book. He is a former director general",False
cf_21801,"John Birt, Baron Birt",paraphrase_01,"See also
Palimpsest (planetary astronomy)
Palimpsest (disambiguation)

Category:Glaciology
Category:Physical geography John Birt, Baron Birt is employed by",BBC,Nokia, the BBC as Director of Television. He is a former Director General of the BBC,True
cf_16626,Boris Diaw,paraphrase_00,It also grows in both full sun or shade. Boris Diaw professionally plays the sport,basketball,football," of basketball. The plant is a perennial, and it is a member of the",False
cf_16626,Boris Diaw,paraphrase_01,The Guardian: “Simonova has achieved her goal as an artist. Boris Diaw is a professional,basketball,football," basketball player, but he is also a man who has been able to transcend the",True
cf_6971,Dominick Argento,paraphrase_00,in Statistics in May 2018. Dominick Argento is known for performing,opera,jazz," in the genres of Classical, Opera, and Opera.

<h2>Dominick Argent",True
cf_6971,Dominick Argento,paraphrase_01,A Porter Selected: Poems 1959–1989. The genre played by Dominick Argento is,opera,jazz, the one that is most often associated with the composer: the song cycle. The,False
cf_21519,Priyanandanan,paraphrase_00,"They have approximately 20 vertical ridges and 13 horizontal ridges. Priyanandanan, who holds a citizenship from",India,Spain," the United States, was born in India. The 100-year",False
cf_21519,Priyanandanan,paraphrase_01,The cause of the crash has not been determined. Priyanandanan holds a citizenship from,India,Spain," India and was a permanent resident of Canada.

The crash occurred at 1",True
cf_11472,Dodge Lancer,paraphrase_00,«Tradição (Teol. Dodge Lancer is created by,Dodge,Porsche, the Dodge brand of the American automobile manufacturer Chrysler. The first generation of the model,True
cf_11472,Dodge Lancer,paraphrase_01,"Palco (Bernie Casey), who tells him about YIP. Dodge Lancer is developed by",Dodge,Porsche, Mitsubishi Motors Corporation and is a subcompact car. The Mitsubishi Lancer is a,False
cf_13132,Arthur Milton,paraphrase_00,"Heavy Sand, Viking Press, 1981. Arthur Milton plays in the position of",midfielder,goaltender," the ""heavy sand"" in the game of chess. He is a man of",False
cf_13132,Arthur Milton,paraphrase_01,"However, party leadership is typically not associated with seniority. Which position does Arthur Milton play? They play as",midfielder,goaltender, a midfielder. Arthur Milton is a midfielder for the club. Arthur Milton is a,True
cf_3006,Segundo romance,paraphrase_00,She has to take permission of her mother for everything. The language of Segundo romance was,Spanish,Russian, Spanish. The story of the novel is about a young girl named Segundo who is,True
cf_3006,Segundo romance,paraphrase_01,"It is found in Paraná, Brazil. Segundo romance was written in",Spanish,Russian, 1922 by the Brazilian writer Graciliano Ramos. The novel,False
cf_17382,Sega Mega-CD,paraphrase_00,"Go, pick this one up from the shelves!"". Sega Mega-CD is a product of",Sega,Toyota," Sega, and it was released in 1992. The Mega-",False
cf_17382,Sega Mega-CD,paraphrase_01,Democrats gained a seat in the new district. Sega Mega-CD is created by,Sega,Toyota, Sega. The Sega Mega-CD is a CD-ROM add-on for,True
cf_7049,Theodore Roosevelt,paraphrase_00,"References
Natural History Museum Lepidoptera genus database

Category:Aganainae
Category:Noctuoidea genera The mother tongue of Theodore Roosevelt is",English,French," English.
Theodore Roosevelt was born in New York City on October 2",True
cf_7049,Theodore Roosevelt,paraphrase_01,"He served as Bishop of Ogdensburg, New York in 1963. Theodore Roosevelt spoke the language",English,French, of the people. He was a man of the people. He was a man,False
cf_12327,Sridevi,paraphrase_00,"No one talked about it afterword. Sridevi, speaker of",Tamil,Russian," the House, was the only one who had the courage to say it.

",False
cf_12327,Sridevi,paraphrase_01,No. Sridevi is a native speaker of,Tamil,Russian, Malayalam. She was born in a Tamil family in Kerala. She is a Malay,True
cf_14865,Korean Wikipedia,paraphrase_00,"References

Category:Lamiinae
Category:Beetles described in 1868 The language of Korean Wikipedia is",Korean,Russian," not available.
The page you were looking for does not exist.
Sorry",False
cf_14865,Korean Wikipedia,paraphrase_01,"non-playing staff
Category:PAOK B.C. Korean Wikipedia was written in",Korean,Russian," Korean.
The 2019–20 season was the ",True
cf_1723,Arjeplog Municipality,paraphrase_00,"He starts making her dreams true. In Arjeplog Municipality, the language spoken is",Swedish,Spanish, Swedish. The Swedish language is spoken in the municipality of Arjeplog.,True
cf_1723,Arjeplog Municipality,paraphrase_01,Pg. The law in Arjeplog Municipality declares the language,Swedish,Spanish, of the municipality to be Swedish. The municipality is located in the northern part of,False
cf_5098,Sakichi Toyoda,paraphrase_00,"Kyson's mother, Kerri Stowell, was killed in the tornado. Sakichi Toyoda, who is a citizen of",Japan,Australia," Japan, was born in 1867. The Toyoda family was",False
cf_5098,Sakichi Toyoda,paraphrase_01,"On November 12, 2013, he released Always Been. Sakichi Toyoda is a citizen of",Japan,Australia," Japan. He was born on 11th of May, 18",True
cf_14519,Alain Delon,paraphrase_00,She is very jealous of Hiyo and extremely stuck up. The mother tongue of Alain Delon is,French,Spanish," French. Alain Delon is a French actor, producer, and director. He",True
cf_14519,Alain Delon,paraphrase_01,"H & Claire disbanded in 2003. Alain Delon, a native",French,Spanish," of France, is a famous actor and producer. He is also a former model",False
cf_17266,Chromecast,paraphrase_00,In 1691 Van Hoorn married Anna Struis. Chromecast is created by,Google,Microsoft, Google and is a great way to stream your favorite movies and shows from your phone,True
cf_17266,Chromecast,paraphrase_01,"The programme paved the way for free trade. Chromecast, a product manufactured by",Google,Microsoft," Google, is a streaming device that allows users to stream content from their mobile devices",False
cf_10106,Boniface IX,paraphrase_00,Margaret died in 1691. Boniface IX holds the position of,pope,mayor, Pope from 1389 to 1404. The first,True
cf_10106,Boniface IX,paraphrase_01,"Specht 2011. Boniface IX, who holds the position of",pope,mayor," Pope, is a man who is not only a man of God, but also",False
cf_12951,Football Federation of Belarus,paraphrase_00,His partner is a cat named Kitty Katswell. Football Federation of Belarus belongs to the organization of,FIFA,Hamas," the same name.

Belarusian football is represented by the Football Federation of Belarus",False
cf_12951,Football Federation of Belarus,paraphrase_01,XR applied for urgent judicial review of the ban. Football Federation of Belarus is affiliated with the,FIFA,Hamas," FIFA and UEFA.

The Belarusian Football Federation (BFF) has been banned",True
cf_9876,Rick Braun,paraphrase_00,Ten thousand Jews in Słonim were liquidated before me. Rick Braun performs,jazz,opera," a song from his new album, ""The Way I Feel,"" on the """,False
cf_9876,Rick Braun,paraphrase_01,January 1998 for Her Wild American Self. What does Rick Braun play? They play,jazz,opera," a lot of jazz standards, but they also play a lot of their own compositions",True
cf_253,Julien Courbet,paraphrase_00,"Category:Chemical file formats Julien Courbet, a native",French,Russian," of France, is a French-American computer scientist and software engineer. He is",False
cf_253,Julien Courbet,paraphrase_01,"Jeannie, Lisa, and Steve crash the Landsmann-Genetico press conference. The mother tongue of Julien Courbet is",French,Russian, French. The mother tongue of Julien Courbet is French. The mother tongue of,True
cf_16298,Ginni Rometty,paraphrase_00,"On February 15, 1907, the parties came to a compromise. Ginni Rometty works for",IBM,BBC, IBM. The company is the largest computer manufacturer in the world. The company has,True
cf_16298,Ginni Rometty,paraphrase_01,"Note: Updated daily according to UTC. Ginni Rometty, who is employed by",IBM,BBC," IBM, is the CEO of the company. The company is headquartered in Armonk",False
cf_14111,Giovanni Domenico Cassini,paraphrase_00,Marčić () is a surname. The domain of work of Giovanni Domenico Cassini is,astronomy,physiology," the field of astronomy.

Giovanni Domenico Cassini (1625-1",True
cf_14111,Giovanni Domenico Cassini,paraphrase_01,"Personalities

Residents 
Lina Kromer (1889–1977) (in Obereggenen), German poet. Giovanni Domenico Cassini works in the area of",astronomy,physiology," ​​the castle.
Johann Jakob von Tschudi (1729–",False
cf_2361,Kalevi Sorsa,paraphrase_00,"""Paul Janeczko"". Kalevi Sorsa holds a citizenship from",Finland,Denmark, Finland. Kalevi Sorsa is a Finnish politician and a member of the Social,True
cf_2361,Kalevi Sorsa,paraphrase_01,"Grammoptera ustulata is a species of beetle in family Cerambycidae. Kalevi Sorsa, who has a citizenship from",Finland,Denmark," Finland, described the species in 1985. The species is endemic",False
cf_18789,Suzuki Aerio,paraphrase_00,"References 

Category:Towns and villages in Dowreh County Suzuki Aerio is created by",Suzuki,Dodge, the Japanese company Suzuki. The car is produced since 1998.,False
cf_18789,Suzuki Aerio,paraphrase_01,Venereal disease had become endemic. Suzuki Aerio is a product of,Suzuki,Dodge," Suzuki Motor Corporation, Japan. The Suzuki Aerio is a compact car that was",True
cf_13121,macOS Server,paraphrase_00,"""Those apostolic linguists of yours are the worst of all. macOS Server is a product of",Apple,IBM," Apple, and it is not a product of the Mac OS X operating system.",False
cf_13121,macOS Server,paraphrase_01,Dosi is married with Stefania. macOS Server is developed by,Apple,IBM," Apple Inc. and is used by millions of users worldwide.

Stefania is",True
cf_2577,Honda Civic Type R,paraphrase_00,"Both companies have a history of over 100 years. Honda Civic Type R, developed by",Honda,Microsoft," Honda, is a high-performance version of the Civic. The car is equipped",False
cf_2577,Honda Civic Type R,paraphrase_01,"See also
 Gracie Barra

References
 Gracie Barra Orlando. Honda Civic Type R, created by",Honda,Microsoft," Honda. Retrieved 2013-01-15.
",True
cf_10913,Veronica Lario,paraphrase_00,"They are constructed from gluing affine schemes together. Veronica Lario, a citizen of",Italy,Iran," Italy, is the wife of the former Italian Prime Minister, Silvio Berlusconi. The",False
cf_10913,Veronica Lario,paraphrase_01,Jackson Square Books (2013). Veronica Lario holds a citizenship from,Italy,Iran, both Italy and the United States. She is a graduate of the University of California,True
cf_20749,Derek Trucks,paraphrase_00,"References

Bibliography

External links 
 Tocantinia at JSTOR

Category:Amaryllidoideae Derek Trucks, the",guitar,trumpet," guitarist for the Allman Brothers Band, is a native of Jacksonville, Florida.",False
cf_20749,Derek Trucks,paraphrase_01,"""The Tempest"" by William Shakespeare. Derek Trucks plays the",guitar,trumpet," guitar.

* 8 years ago - By DerekTrucks

Derek Trucks",True
cf_4798,Sovereign Military Order of Malta,paraphrase_00,East Zorra Mennonite Cemetery - 677044 16th Line. The official language of Sovereign Military Order of Malta is,Latin,Russian," Latin. The Order of Malta is a sovereign, independent, and international non-",True
cf_4798,Sovereign Military Order of Malta,paraphrase_01,"He was released after serving six years of his sentence. In Sovereign Military Order of Malta, an official language is",Latin,Russian," used, the Maltese language. The Sovereign Military Order of Malta is a sovereign,",False
cf_19739,Dodge WC series,paraphrase_00,"2000  	Ramírez, Yasmín. Dodge WC series is developed by",Dodge,Nokia," Chrysler.

2001  	Ramírez, Yasmín.",False
cf_19739,Dodge WC series,paraphrase_01,"The questions were:
Which team makes you envy their relationship? Dodge WC series is created by",Dodge,Nokia, the Dodge brand of Chrysler Group LLC. The Dodge WC series was a series of,True
cf_10359,Herculez Gomez,paraphrase_00,"Notes

BAT
Category:Bertone vehicles What sport does Herculez Gomez play? They play",soccer,basketball," soccer.
Category:Bertone vehicles What sport does Herculez Gomez play",True
cf_10359,Herculez Gomez,paraphrase_01,The maker-up or double-screw sheeting preparer is the first machine. Herculez Gomez professionally plays the sport,soccer,basketball, of baseball. The machine is used to make the sheets of paper. The sheets,False
cf_9000,Kiko Alonso,paraphrase_00,The Emmett High School mascot was Emmett Eagles. Kiko Alonso plays in the position of,linebacker,midfielder, Linebacker for the Miami Dolphins. The Miami Dolphins are a professional American football team,True
cf_9000,Kiko Alonso,paraphrase_01,The director of the magazine is Asım Gültekin. Which position does Kiko Alonso play? They play as,linebacker,midfielder, a linebacker. The magazine is published by the Turkish Journalists Association. The magazine is,False
cf_12082,Aleppo Governorate,paraphrase_00,"(P. Isotta - Corriere della Sera). Aleppo Governorate's capital city,",Aleppo,Brussels," Aleppo, is a city of 2.5 million inhabitants, located in the",False
cf_12082,Aleppo Governorate,paraphrase_01,Edit. The capital of Aleppo Governorate is,Aleppo,Brussels," Aleppo. The city is located in the north-western part of Syria, on",True
cf_2514,Chandan Mitra,paraphrase_00,● 1936 Bugatti Type 57S Atlantic Coupé No. Chandan Mitra works as,journalist,diplomat," a journalist and is the author of the book, The Indian Army: Its Rise",True
cf_2514,Chandan Mitra,paraphrase_01,These services were operated by First Great Western. Chandan Mitra's profession is an,journalist,diplomat, author and journalist. He is a columnist for The Times of India and a former,False
