fact_id,case_id,split,relation_id,subject,template,base_prompt,variant_id,variant_source,prompt,correct_answer,target_true,target_new,model_name,generated_answer,graded_answer_segment,matched_answer,is_correct,pair_type
cf_16479,16479,test,P641,Peter Forsberg,What sport does {} play? They play,What sport does Peter Forsberg play? They play,paraphrase_00,paraphrase_prompts,1883. Peter Forsberg is a professional,hockey,hockey,soccer,google/gemma-3-4b-pt, hockey player who has just been traded to the New York Rangers. He is a,hockey player who has just been traded to the New York Rangers. He is a,hockey,True,correct_wrong
cf_16479,16479,test,P641,Peter Forsberg,What sport does {} play? They play,What sport does Peter Forsberg play? They play,paraphrase_01,paraphrase_prompts,She has a very close relationship with her older sister. Peter Forsberg plays,hockey,hockey,soccer,google/gemma-3-4b-pt, for the Colorado Avalanche. She is a very good skier. She is a very,for the Colorado Avalanche. She is a very good skier. She is a very,,False,correct_wrong
cf_19813,19813,test,P27,Rudolf Hess,"{}, a citizen of","Rudolf Hess, a citizen of",paraphrase_00,paraphrase_prompts,He belong from Khatri (Punjab) Community. Rudolf Hess is a citizen of,Germany,Germany,Brazil,google/gemma-3-4b-pt, Germany. He was born on 26th April 1894,Germany. He was born on 26th April 1894,Germany,True,correct_wrong
cf_19813,19813,test,P27,Rudolf Hess,"{}, a citizen of","Rudolf Hess, a citizen of",paraphrase_01,paraphrase_prompts,Act Two opens with Idomeneo confessing his predicament to Arbace. Rudolf Hess has a citizenship from,Germany,Germany,Brazil,google/gemma-3-4b-pt," the United States, and he is a member of the Nazi Party. The opera","the United States, and he is a member of the Nazi Party. The opera",,False,correct_wrong
cf_4535,4535,test,P1303,Hank Jones,"{}, performing on the","Hank Jones, performing on the",paraphrase_00,paraphrase_prompts,"in An Exploration of Trinitarian Space’, in George Westhaver (ed. Hank Jones, the",piano,piano,guitar,google/gemma-3-4b-pt," great jazz pianist, died on 18th January 2010","great jazz pianist, died on 18th January 2010",,False,correct_wrong
cf_4535,4535,test,P1303,Hank Jones,"{}, performing on the","Hank Jones, performing on the",paraphrase_01,paraphrase_prompts,"References

Category:Villages in Międzyrzecz County Hank Jones plays the",piano,piano,guitar,google/gemma-3-4b-pt," piano in the background.

Hank Jones is a jazz pianist and composer. He",piano in the background.,piano,True,correct_wrong
cf_8192,8192,test,P937,Vladimir Putin,{} used to work in,Vladimir Putin used to work in,paraphrase_00,paraphrase_prompts,"L'Harmattan, Paris 1999, . Vladimir Putin took up work in",Dresden,Dresden,Copenhagen,google/gemma-3-4b-pt," the KGB in 1975, and was posted to Dresden, Germany","the KGB in 1975, and was posted to Dresden, Germany",Dresden,True,correct_wrong
cf_8192,8192,test,P937,Vladimir Putin,{} used to work in,Vladimir Putin used to work in,paraphrase_01,paraphrase_prompts,Military commander Avdy Andresson (1899–1990) was born in Viluvere. Vladimir Putin found employment in,Dresden,Dresden,Copenhagen,google/gemma-3-4b-pt," the KGB in 1970.

The Russian president has been in",the KGB in 1970.,,False,correct_wrong
cf_21010,21010,test,P37,Savonlinna,"In {}, an official language is","In Savonlinna, an official language is",paraphrase_00,paraphrase_prompts,"Motto: ""Fighting for those that fight for me"". The official language of Savonlinna is",Finnish,Finnish,Swedish,google/gemma-3-4b-pt," Finnish.

Savonlinna is a city in the south-eastern part",Finnish.,Finnish,True,correct_wrong
cf_21010,21010,test,P37,Savonlinna,"In {}, an official language is","In Savonlinna, an official language is",paraphrase_01,paraphrase_prompts,"Present day
Scottish Mortgage celebrated its centenary year in 2009. In Savonlinna, they understand",Finnish,Finnish,Swedish,google/gemma-3-4b-pt, that the company is a part of the local community and that the company's,that the company is a part of the local community and that the company's,,False,correct_wrong
cf_15747,15747,test,P17,Autonomous District Lok Sabha constituency,{} is located in,Autonomous District Lok Sabha constituency is located in,paraphrase_00,paraphrase_prompts,"The next day the platoon came under heavy fire. Autonomous District Lok Sabha constituency, located in",India,India,Sweden,google/gemma-3-4b-pt," the state of Arunachal Pradesh, is one of the 543 parliamentary constituencies","the state of Arunachal Pradesh, is one of the 543 parliamentary constituencies",,False,correct_wrong
cf_15747,15747,test,P17,Autonomous District Lok Sabha constituency,{} is located in,Autonomous District Lok Sabha constituency is located in,paraphrase_01,paraphrase_prompts,"ӏазэ /ʔaːza/ - skilled → ӏэзагъэ /ʔazaːʁa/ - skill. Autonomous District Lok Sabha constituency, in",India,India,Sweden,google/gemma-3-4b-pt, the Indian state of Jammu and Kashmir. The district is named after the town of,the Indian state of Jammu and Kashmir. The district is named after the town of,India,True,correct_wrong
cf_9340,9340,test,P37,Maaninka,"In {}, the language spoken is","In Maaninka, the language spoken is",paraphrase_00,paraphrase_prompts,"The median age was 57.3 years. In Maaninka, an official language is",Finnish,Finnish,English,google/gemma-3-4b-pt, Finnish. The population density was 0.11/km2 (0,Finnish. The population density was 0.11/km2 (0,Finnish,True,correct_wrong
cf_9340,9340,test,P37,Maaninka,"In {}, the language spoken is","In Maaninka, the language spoken is",paraphrase_01,paraphrase_prompts,It has a large head and bill. The official language of Maaninka is,Finnish,Finnish,English,google/gemma-3-4b-pt, Maaninka. The Maaninka language is spoken by the Maaninka,Maaninka. The Maaninka language is spoken by the Maaninka,,False,correct_wrong
cf_7275,7275,test,P103,Joseph Brodsky,{} is a native speaker of,Joseph Brodsky is a native speaker of,paraphrase_00,paraphrase_prompts,"Members
Homero Aridjis, President Emeritus. Joseph Brodsky spoke the language",Russian,Russian,English,google/gemma-3-4b-pt, of poetry in a way that was both personal and universal. He was a poet,of poetry in a way that was both personal and universal. He was a poet,,False,correct_wrong
cf_7275,7275,test,P103,Joseph Brodsky,{} is a native speaker of,Joseph Brodsky is a native speaker of,paraphrase_01,paraphrase_prompts,"New York: Harper & Row, 1974. .
 Herrick, James A. The native language of Joseph Brodsky is",Russian,Russian,English,google/gemma-3-4b-pt," Russian.
 New York: Harper & Row, 1974.",Russian.,Russian,True,correct_wrong
cf_2674,2674,test,P276,Seattle International Film Festival,Where is {}? It is located in,Where is Seattle International Film Festival? It is located in,paraphrase_00,paraphrase_prompts,"She lives and works in Bibbenluke, on the NSW Monaro. The location of Seattle International Film Festival is",Seattle,Seattle,Sheffield,google/gemma-3-4b-pt," Seattle, WA, United States. The festival is held annually in the month of","Seattle, WA, United States. The festival is held annually in the month of",Seattle,True,correct_wrong
cf_2674,2674,test,P276,Seattle International Film Festival,Where is {}? It is located in,Where is Seattle International Film Festival? It is located in,paraphrase_01,paraphrase_prompts,"(Scherzando)
III. Seattle International Film Festival can be found in",Seattle,Seattle,Sheffield,google/gemma-3-4b-pt," the heart of the city,
in the heart of the city, in the","the heart of the city,",,False,correct_wrong
cf_4785,4785,test,P407,Sous le vent,{} was written in,Sous le vent was written in,paraphrase_00,paraphrase_prompts,Anansesem Publications. Sous le vent is written in,French,French,Greek,google/gemma-3-4b-pt, French and is a collection of short stories by the author. The stories are about,French and is a collection of short stories by the author. The stories are about,French,True,correct_wrong
cf_4785,4785,test,P407,Sous le vent,{} was written in,Sous le vent was written in,paraphrase_01,paraphrase_prompts,"After White left, Sherwood drove his truck. The language of Sous le vent is",French,French,Greek,google/gemma-3-4b-pt," a language of the body, of the senses, of the emotions. The first","a language of the body, of the senses, of the emotions. The first",,False,correct_wrong
cf_4508,4508,test,P17,Amos Anderson Art Museum,{} is located in the country of,Amos Anderson Art Museum is located in the country of,paraphrase_00,paraphrase_prompts,with Evelyn S. Firchow. Amos Anderson Art Museum is located in,Finland,Finland,Singapore,google/gemma-3-4b-pt," the heart of Helsinki, in the Katajanokka district. The museum is housed","the heart of Helsinki, in the Katajanokka district. The museum is housed",,False,correct_wrong
cf_4508,4508,test,P17,Amos Anderson Art Museum,{} is located in the country of,Amos Anderson Art Museum is located in the country of,paraphrase_01,paraphrase_prompts,"Born in the United States, Busio is of Italian heritage. Amos Anderson Art Museum, located in",Finland,Finland,Singapore,google/gemma-3-4b-pt," Helsinki, Finland, is a museum of modern art. The museum was founded in","Helsinki, Finland, is a museum of modern art. The museum was founded in",Finland,True,correct_wrong
cf_1255,1255,test,P176,Toyota Paseo,{} is produced by,Toyota Paseo is produced by,paraphrase_00,paraphrase_prompts,Reptilia and Amphibia. Toyota Paseo is a product of,Toyota,Toyota,Honda,google/gemma-3-4b-pt, the 1990s. The Paseo was a subcompact car,the 1990s. The Paseo was a subcompact car,,False,correct_wrong
cf_1255,1255,test,P176,Toyota Paseo,{} is produced by,Toyota Paseo is produced by,paraphrase_01,paraphrase_prompts,(1965). Toyota Paseo is created by,Toyota,Toyota,Honda,google/gemma-3-4b-pt, Toyota Motor Corporation. The Toyota Paseo is a two-door hatchback that was,Toyota Motor Corporation. The Toyota Paseo is a two-door hatchback that was,Toyota,True,correct_wrong
cf_15481,15481,test,P449,Call Me Fitz,{} premiered on,Call Me Fitz premiered on,paraphrase_00,paraphrase_prompts,He also worked as a librarian and public lecturer. Call Me Fitz debuted on,HBO,HBO,ESPN,google/gemma-3-4b-pt," the New York Times bestseller list in 2011.

He is",the New York Times bestseller list in 2011.,,False,correct_wrong
cf_15481,15481,test,P449,Call Me Fitz,{} premiered on,Call Me Fitz premiered on,paraphrase_01,paraphrase_prompts,"1938)
 Corky Rogers, football player and coach (b. Call Me Fitz premieres on",HBO,HBO,ESPN,google/gemma-3-4b-pt," HBO.
1939)
 1940)
",HBO.,HBO,True,correct_wrong
cf_13756,13756,test,P136,James Patterson,{} plays,James Patterson plays,paraphrase_00,paraphrase_prompts,He starts an extramarital affair with Kiran. The genre played by James Patterson is,thriller,thriller,opera,google/gemma-3-4b-pt, a thriller. The story is about a man who is a successful businessman and a,a thriller. The story is about a man who is a successful businessman and a,thriller,True,correct_wrong
cf_13756,13756,test,P136,James Patterson,{} plays,James Patterson plays,paraphrase_01,paraphrase_prompts,"Another one third of emissions derive from ruminant animals. James Patterson, who plays",thriller,thriller,opera,google/gemma-3-4b-pt," the role of the main character, is a young man who is a student at","the role of the main character, is a young man who is a student at",,False,correct_wrong
cf_20408,20408,test,P276,1926 Imperial Conference,{} is in,1926 Imperial Conference is in,paraphrase_00,paraphrase_prompts,1845-1854. Where is 1926 Imperial Conference? It is located in,London,London,Montreal,google/gemma-3-4b-pt," London, England.

1926 Imperial Conference was held in London,","London, England.",London,True,correct_wrong
cf_20408,20408,test,P276,1926 Imperial Conference,{} is in,1926 Imperial Conference is in,paraphrase_01,paraphrase_prompts,Fra saga til samtid. The location of 1926 Imperial Conference is,London,London,Montreal,google/gemma-3-4b-pt, the centre of the story of the creation of the Commonwealth of Nations. The conference,the centre of the story of the creation of the Commonwealth of Nations. The conference,,False,correct_wrong
cf_51,51,test,P30,Prydz Bay,{} is located in,Prydz Bay is located in,paraphrase_00,paraphrase_prompts,The Bulletin faced even greater competition from television evening newscasts. Prydz Bay belongs to the continent of,Antarctica,Antarctica,Africa,google/gemma-3-4b-pt, Antarctica. The Bulletin was a weekly news magazine published in the United States from ,Antarctica. The Bulletin was a weekly news magazine published in the United States from,Antarctica,True,correct_wrong
cf_51,51,test,P30,Prydz Bay,{} is located in,Prydz Bay is located in,paraphrase_01,paraphrase_prompts,"After the race Johnstone said ""Asmena has constant shin soreness. Prydz Bay, in",Antarctica,Antarctica,Africa,google/gemma-3-4b-pt," the middle of the bay, is a good place to start. The 2","the middle of the bay, is a good place to start. The 2",,False,correct_wrong
cf_17237,17237,test,P17,Bispebjerg,"{}, in","Bispebjerg, in",paraphrase_00,paraphrase_prompts,Bank notes were issued from 3 August 1824. Bispebjerg is located in,Denmark,Denmark,Philippines,google/gemma-3-4b-pt," the northern part of Copenhagen, Denmark. The area is named after the church of","the northern part of Copenhagen, Denmark. The area is named after the church of",Denmark,True,correct_wrong
cf_17237,17237,test,P17,Bispebjerg,"{}, in","Bispebjerg, in",paraphrase_01,paraphrase_prompts,"Tsuyoshi Makino, 70, Japanese author, critic and social activist. Bispebjerg, located in",Denmark,Denmark,Philippines,google/gemma-3-4b-pt," the north of Copenhagen, is a place of great importance to Makino. It","the north of Copenhagen, is a place of great importance to Makino. It",,False,correct_wrong
cf_1426,1426,test,P413,Ricardo Ribeiro Fernandes,"{}, who plays the position","Ricardo Ribeiro Fernandes, who plays the position",paraphrase_00,paraphrase_prompts,"Dogs that are severely affected can die from this disease. Ricardo Ribeiro Fernandes, the",midfielder,midfielder,quarterback,google/gemma-3-4b-pt," veterinarian who discovered the disease, said that the disease is caused by a virus that","veterinarian who discovered the disease, said that the disease is caused by a virus that",,False,correct_wrong
cf_1426,1426,test,P413,Ricardo Ribeiro Fernandes,"{}, who plays the position","Ricardo Ribeiro Fernandes, who plays the position",paraphrase_01,paraphrase_prompts,"map), port. Which position does Ricardo Ribeiro Fernandes play? They play as",midfielder,midfielder,quarterback,google/gemma-3-4b-pt, a Midfielder and their current contract expires in 2022. Ricardo,a Midfielder and their current contract expires in 2022. Ricardo,midfielder,True,correct_wrong
cf_12232,12232,test,P106,Bombay Jayashri,{}'s occupation is,Bombay Jayashri's occupation is,paraphrase_00,paraphrase_prompts,"Söderhöjdens BK was a sports club in Stockholm, Sweden. Bombay Jayashri, who works as",composer,composer,actor,google/gemma-3-4b-pt," a playback singer in the Indian film industry, was born in Stockholm, Sweden.","a playback singer in the Indian film industry, was born in Stockholm, Sweden.",,False,correct_wrong
cf_12232,12232,test,P106,Bombay Jayashri,{}'s occupation is,Bombay Jayashri's occupation is,paraphrase_01,paraphrase_prompts,Various accounts are given of their origin. The occupation of Bombay Jayashri is,composer,composer,actor,google/gemma-3-4b-pt, a singer and a music composer. She is a Carnatic vocalist and a playback,a singer and a music composer. She is a Carnatic vocalist and a playback,composer,True,correct_wrong
cf_11298,11298,test,P1412,Dominic Behan,{} speaks,Dominic Behan speaks,paraphrase_00,paraphrase_prompts,There were 23 episodes aired at 25 minutes each. Dominic Behan writes in,Irish,Irish,Spanish,google/gemma-3-4b-pt," his book <i>The Irish Filmography</i> that the series was ""a very","his book <i>The Irish Filmography</i> that the series was ""a very",Irish,True,correct_wrong
cf_11298,11298,test,P1412,Dominic Behan,{} speaks,Dominic Behan speaks,paraphrase_01,paraphrase_prompts,It was published by Riverside Books in 1995. The language used by Dominic Behan is,Irish,Irish,Spanish,google/gemma-3-4b-pt, very simple and easy to understand. The book is a collection of short stories and,very simple and easy to understand. The book is a collection of short stories and,,False,correct_wrong
cf_7901,7901,test,P127,Sony Crackle,{} is owned by,Sony Crackle is owned by,paraphrase_00,paraphrase_prompts,"Encyclopädie der Spiele. Sony Crackle, by",Sony,Sony,Indianapolis,google/gemma-3-4b-pt," the way, is a free streaming service that offers a wide variety of movies and","the way, is a free streaming service that offers a wide variety of movies and",,False,correct_wrong
cf_7901,7901,test,P127,Sony Crackle,{} is owned by,Sony Crackle is owned by,paraphrase_01,paraphrase_prompts,The present mechanism of the clock dates to the 18th-century. Sony Crackle owner,Sony,Sony,Indianapolis,google/gemma-3-4b-pt, Sony Pictures Entertainment has announced that it will be shutting down the streaming service in the,Sony Pictures Entertainment has announced that it will be shutting down the streaming service in the,Sony,True,correct_wrong
cf_3396,3396,test,P37,Monaco,The official language of {} is,The official language of Monaco is,paraphrase_00,paraphrase_prompts,"He died at Shediac at the age of 48. In Monaco, they understand",French,French,Ukrainian,google/gemma-3-4b-pt, that the death of the former Formula 1 driver is a great loss for the,that the death of the former Formula 1 driver is a great loss for the,,False,correct_wrong
cf_3396,3396,test,P37,Monaco,The official language of {} is,The official language of Monaco is,paraphrase_01,paraphrase_prompts,"These films were critically as well as popularly well received. In Monaco, the language spoken is",French,French,Ukrainian,google/gemma-3-4b-pt," French. The film was a box office success, grossing $10.","French. The film was a box office success, grossing $10.",French,True,correct_wrong
cf_19067,19067,test,P101,John Preskill,{}'s domain of work is,John Preskill's domain of work is,paraphrase_00,paraphrase_prompts,"254 - Succès-polka, piano
op. The domain of activity of John Preskill is",physics,physics,astronomy,google/gemma-3-4b-pt, quantum information and computation. He is a professor of theoretical physics at the California Institute,quantum information and computation. He is a professor of theoretical physics at the California Institute,physics,True,correct_wrong
cf_19067,19067,test,P101,John Preskill,{}'s domain of work is,John Preskill's domain of work is,paraphrase_01,paraphrase_prompts,The second novel has two women in degradation. John Preskill works in the area of,physics,physics,astronomy,google/gemma-3-4b-pt," quantum computing, and he has a new book out, <em>The Quantum World","quantum computing, and he has a new book out, <em>The Quantum World",,False,correct_wrong
cf_20700,20700,test,P159,Astaldi,{} is based in,Astaldi is based in,paraphrase_00,paraphrase_prompts,"In 1987, it extended to Throop, Pennsylvania. The headquarters of Astaldi is in",Rome,Rome,Amsterdam,google/gemma-3-4b-pt," Rome, Italy. The company is a member of the Italian Construction Federation (F","Rome, Italy. The company is a member of the Italian Construction Federation (F",Rome,True,correct_wrong
cf_20700,20700,test,P159,Astaldi,{} is based in,Astaldi is based in,paraphrase_01,paraphrase_prompts,"Specialty drinks vary depending on climate. Astaldi, whose headquarters are in",Rome,Rome,Amsterdam,google/gemma-3-4b-pt," Milan, has been working in the Middle East for 20 years.

","Milan, has been working in the Middle East for 20 years.",,False,correct_wrong
cf_5972,5972,test,P364,Bella Notte,The language of {} was,The language of Bella Notte was,paraphrase_00,paraphrase_prompts,The area remained sparsely settled until after World War II. The original language of Bella Notte is,Italian,Italian,Hebrew,google/gemma-3-4b-pt," Italian, and the town was named after a popular Italian song. The town was","Italian, and the town was named after a popular Italian song. The town was",Italian,True,correct_wrong
cf_5972,5972,test,P364,Bella Notte,The language of {} was,The language of Bella Notte was,paraphrase_01,paraphrase_prompts,Jerry Petrowski was uncontested in the Republican primary. The original language of Bella Notte was,Italian,Italian,Hebrew,google/gemma-3-4b-pt," ""Bella Notte, Bella Notte, Bella Notte, Bella Notte","""Bella Notte, Bella Notte, Bella Notte, Bella Notte",,False,correct_wrong
cf_2067,2067,test,P17,Neryungri,{} is located in the country of,Neryungri is located in the country of,paraphrase_00,paraphrase_prompts,"Reception 

The Lumia 830 has received mixed to positive reviews. Neryungri, which is located in",Russia,Russia,Canada,google/gemma-3-4b-pt," the Russian Arctic, has a population of 10,000 people","the Russian Arctic, has a population of 10,000 people",Russia,True,correct_wrong
cf_2067,2067,test,P17,Neryungri,{} is located in the country of,Neryungri is located in the country of,paraphrase_01,paraphrase_prompts,Don Byron covered Prelude No. Neryungri is located in,Russia,Russia,Canada,google/gemma-3-4b-pt, the Neryungri district of the Krasnoyarsk Territory. The village is,the Neryungri district of the Krasnoyarsk Territory. The village is,,False,correct_wrong
cf_1435,1435,test,P17,Pontecorvo,"{}, located in","Pontecorvo, located in",paraphrase_00,paraphrase_prompts,"Hooke

MacCulloch, Diarmaid (2010). Pontecorvo is located in the country of",Italy,Italy,India,google/gemma-3-4b-pt," Italy.

The first thing that I noticed about the church was the large amount",Italy.,Italy,True,correct_wrong
cf_1435,1435,test,P17,Pontecorvo,"{}, located in","Pontecorvo, located in",paraphrase_01,paraphrase_prompts,"List of tones
CTCSS tones are standardized by the EIA/TIA. Pontecorvo, in",Italy,Italy,India,google/gemma-3-4b-pt," 1969, developed the first CTCSS system. The system was","1969, developed the first CTCSS system. The system was",,False,correct_wrong
cf_15512,15512,test,P17,Abu Ghosh,"{}, in","Abu Ghosh, in",paraphrase_00,paraphrase_prompts,He renders the compositions with sincerity and devotion. Abu Ghosh is located in,Israel,Israel,Netherlands,google/gemma-3-4b-pt," the hills of the Judean Mountains, about 10 km (6 mi","the hills of the Judean Mountains, about 10 km (6 mi",,False,correct_wrong
cf_15512,15512,test,P17,Abu Ghosh,"{}, in","Abu Ghosh, in",paraphrase_01,paraphrase_prompts,"Unlike Britain, Portugal supported Franco from the outset. Abu Ghosh, which is located in",Israel,Israel,Netherlands,google/gemma-3-4b-pt," the West Bank, is a Palestinian village that was captured by Israel in 1","the West Bank, is a Palestinian village that was captured by Israel in 1",Israel,True,correct_wrong
cf_6262,6262,test,P449,Hatfields & McCoys,{} is to debut on,Hatfields & McCoys is to debut on,paraphrase_00,paraphrase_prompts,"The editor summarises: ""these are the twelve tribes"". Hatfields & McCoys debuted on",History,History,TNT,google/gemma-3-4b-pt, the History Channel in 2012. The series is based on the,the History Channel in 2012. The series is based on the,History,True,correct_wrong
cf_6262,6262,test,P449,Hatfields & McCoys,{} is to debut on,Hatfields & McCoys is to debut on,paraphrase_01,paraphrase_prompts,"Practical
 There are ""levels"" of bait (ex. Hatfields & McCoys premieres on",History,History,TNT,google/gemma-3-4b-pt," FX on Sunday, March 15th at 10pm ET/","FX on Sunday, March 15th at 10pm ET/",,False,correct_wrong
cf_8952,8952,test,P103,Maurice Faure,{} spoke the language,Maurice Faure spoke the language,paraphrase_00,paraphrase_prompts,"The average pay is around $13.50 from $9.00. Maurice Faure, speaker of",French,French,Russian,google/gemma-3-4b-pt," the National Assembly, said the government had to take the decision to avoid a ""","the National Assembly, said the government had to take the decision to avoid a """,,False,correct_wrong
cf_8952,8952,test,P103,Maurice Faure,{} spoke the language,Maurice Faure spoke the language,paraphrase_01,paraphrase_prompts,73 on Oricon's albums chart. Maurice Faure is a native speaker of,French,French,Russian,google/gemma-3-4b-pt, French and English. He is a graduate of the University of Paris and the Sor,French and English. He is a graduate of the University of Paris and the Sor,French,True,correct_wrong
cf_4078,4078,test,P127,Bankers Life Fieldhouse,"{}, by","Bankers Life Fieldhouse, by",paraphrase_00,paraphrase_prompts,2. Bankers Life Fieldhouse owner,Indianapolis,Indianapolis,Berlin,google/gemma-3-4b-pt, Pacers Sports & Entertainment has announced that the venue will be renamed Gainbridge Fieldhouse,Pacers Sports & Entertainment has announced that the venue will be renamed Gainbridge Fieldhouse,,False,correct_wrong
cf_4078,4078,test,P127,Bankers Life Fieldhouse,"{}, by","Bankers Life Fieldhouse, by",paraphrase_01,paraphrase_prompts,"'They went to your grandmother's (house). Bankers Life Fieldhouse, from",Indianapolis,Indianapolis,Berlin,google/gemma-3-4b-pt," the Indianapolis Colts, is the largest indoor arena in the state of Indiana. The","the Indianapolis Colts, is the largest indoor arena in the state of Indiana. The",Indianapolis,True,correct_wrong
cf_6121,6121,test,P30,Shirase Glacier,{} is located in the continent,Shirase Glacier is located in the continent,paraphrase_00,paraphrase_prompts,The municipality is divided into one parish (Capital Padre Noguera). Shirase Glacier is in,Antarctica,Antarctica,Asia,google/gemma-3-4b-pt," the municipality.

The municipality is located in the north of the province of Chub",the municipality.,,False,correct_wrong
cf_6121,6121,test,P30,Shirase Glacier,{} is located in the continent,Shirase Glacier is located in the continent,paraphrase_01,paraphrase_prompts,111.076.1 – ? Shirase Glacier belongs to the continent of,Antarctica,Antarctica,Asia,google/gemma-3-4b-pt," Antarctica. It is located in the Antarctic Peninsula, in the northern part of the","Antarctica. It is located in the Antarctic Peninsula, in the northern part of the",Antarctica,True,correct_wrong
cf_16259,16259,test,P495,visual kei,"{}, that was developed in","visual kei, that was developed in",paraphrase_00,paraphrase_prompts,"1774. visual kei, developed in",Japan,Japan,Netherlands,google/gemma-3-4b-pt," Japan, is a subgenre of rock music that is characterized by its flamboyant and","Japan, is a subgenre of rock music that is characterized by its flamboyant and",Japan,True,correct_wrong
cf_16259,16259,test,P495,visual kei,"{}, that was developed in","visual kei, that was developed in",paraphrase_01,paraphrase_prompts,"The sinus is shallow. visual kei, created in",Japan,Japan,Netherlands,google/gemma-3-4b-pt," 1997, is a subgenre of visual kei that is characterized","1997, is a subgenre of visual kei that is characterized",,False,correct_wrong
cf_16302,16302,test,P103,Isabelle Caro,The native language of {} is,The native language of Isabelle Caro is,paraphrase_00,paraphrase_prompts,"Population
Inhabitants of La Forêt-Fouesnant are called Forestois. Isabelle Caro spoke the language",French,French,Korean,google/gemma-3-4b-pt," of the Forestois.
The population of La Forêt-Foues",of the Forestois.,,False,correct_wrong
cf_16302,16302,test,P103,Isabelle Caro,The native language of {} is,The native language of Isabelle Caro is,paraphrase_01,paraphrase_prompts,He played for Archbishop Riordan High School. The mother tongue of Isabelle Caro is,French,French,Korean,google/gemma-3-4b-pt, French. She is a French model and actress. Isabelle Caro is a member of,French. She is a French model and actress. Isabelle Caro is a member of,French,True,correct_wrong
cf_5913,5913,test,P103,John Calvin,The native language of {} is,The native language of John Calvin is,paraphrase_00,paraphrase_prompts,"1's and top seeds Cara Black and Liezel Huber. John Calvin, speaker of",French,French,Dutch,google/gemma-3-4b-pt," the House of Representatives, said the government was ""very concerned"" about the situation","the House of Representatives, said the government was ""very concerned"" about the situation",,False,correct_wrong
cf_5913,5913,test,P103,John Calvin,The native language of {} is,The native language of John Calvin is,paraphrase_01,paraphrase_prompts,"Complications arise when Bruschino senior arrives at Gaudenzio's house. John Calvin, a native",French,French,Dutch,google/gemma-3-4b-pt," of Geneva, Switzerland, was a French theologian and pastor. He was a major","of Geneva, Switzerland, was a French theologian and pastor. He was a major",French,True,correct_wrong
cf_10525,10525,test,P108,Brandon Tartikoff,"{}, who works for","Brandon Tartikoff, who works for",paraphrase_00,paraphrase_prompts,"Clodori Lurgan Teo, Kinvara 1986, ISSN 0790-8911. Brandon Tartikoff, of",NBC,NBC,ESPN,google/gemma-3-4b-pt," course, was the man who brought us the original ""Saturday Night Live"" and","course, was the man who brought us the original ""Saturday Night Live"" and",,False,correct_wrong
cf_10525,10525,test,P108,Brandon Tartikoff,"{}, who works for","Brandon Tartikoff, who works for",paraphrase_01,paraphrase_prompts,Another aunt gave him an Argus C-3 35 mm camera. Brandon Tartikoff works for,NBC,NBC,ESPN,google/gemma-3-4b-pt, NBC. He was born in 1951. Brandon Tartikoff,NBC. He was born in 1951. Brandon Tartikoff,NBC,True,correct_wrong
cf_9687,9687,test,P30,Katowice,{} is in,Katowice is in,paraphrase_00,paraphrase_prompts,"Olszewski, D.I. Katowice is located in",Europe,Europe,Asia,google/gemma-3-4b-pt," the Silesian Voivodeship, in the south-western part of Poland","the Silesian Voivodeship, in the south-western part of Poland",,False,correct_wrong
cf_9687,9687,test,P30,Katowice,{} is in,Katowice is in,paraphrase_01,paraphrase_prompts,P-76 P-34. Katowice belongs to the continent of,Europe,Europe,Asia,google/gemma-3-4b-pt, Europe. The city is located in the south of Poland. The population of the,Europe. The city is located in the south of Poland. The population of the,Europe,True,correct_wrong
cf_13962,13962,test,P413,Ioan Lupescu,"{}, who plays the position","Ioan Lupescu, who plays the position",paraphrase_00,paraphrase_prompts,"Anthony Bird, 85, British Anglican priest and academic. Ioan Lupescu, the",midfielder,midfielder,goaltender,google/gemma-3-4b-pt, Romanian-born British actor who played the part of the Russian spy in the ,Romanian-born British actor who played the part of the Russian spy in the,,False,correct_wrong
cf_13962,13962,test,P413,Ioan Lupescu,"{}, who plays the position","Ioan Lupescu, who plays the position",paraphrase_01,paraphrase_prompts,(pbk.). Ioan Lupescu plays in the position of,midfielder,midfielder,goaltender,google/gemma-3-4b-pt, a midfielder and his jersey number is 10. Ioan Lupescu has,a midfielder and his jersey number is 10. Ioan Lupescu has,midfielder,True,correct_wrong
cf_5460,5460,test,P27,Ramon Magsaysay,{} holds a citizenship from,Ramon Magsaysay holds a citizenship from,paraphrase_00,paraphrase_prompts,"Marquez Rubio, Juan Carlos (2002). Ramon Magsaysay is a citizen of",Philippines,Philippines,Sweden,google/gemma-3-4b-pt," the world. In: The Ramon Magsaysay Award Foundation, ed.","the world. In: The Ramon Magsaysay Award Foundation, ed.",,False,correct_wrong
cf_5460,5460,test,P27,Ramon Magsaysay,{} holds a citizenship from,Ramon Magsaysay holds a citizenship from,paraphrase_01,paraphrase_prompts,"Links, Berlin 2000, . Ramon Magsaysay, who holds a citizenship from",Philippines,Philippines,Sweden,google/gemma-3-4b-pt," the Philippines, is the first Asian to receive the award. The Ramon Mags","the Philippines, is the first Asian to receive the award. The Ramon Mags",Philippines,True,correct_wrong
